"session","created","modified","ended","expired","code","pid_nr","class_start","ref_norm","refnorm_open_t1","random_refnorm_sentence_t1_class1","random_refnorm_sentence_t1_class2","refnorm_rank_t1","refnorm_open_t2","random_refnorm_sentence_t2_class1","random_refnorm_sentence_t2_class2","refnorm_rank_t2","student1","student2","student3","student4","student5","student6","student7","student8","student9","inf_cons","age","gender","exp","subjects","subject_deutsch"
"_cRzYL9TH4VUnz-nEl5gB8mPy-3JmwSgq_u0HaXFAdBiiQRoVr-yhg3X3acWOrDE","2022-05-03 09:35:46","2022-05-03 09:53:57","2022-05-03 09:53:57","","442","95","1","c","Im Gesamten ist eine positive Entwicklung zu erkennen. Allerdings zeigt sich auch, dass bei den Schlusslichtern die Ergebnisse in Woche 6 besser waren, als in Woche 8. ","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","Die Tatsache, dass die Top-Ergebnisse in Woche 8 kaum noch vorhanden sind und das einige SuS auch am Ende noch unter der Norm für Klasse 6 sind. ","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","null","minus2","plus3","plus1","plus5","minus1","plus2","plus4","minus3","1","2","1","2","1","2"
"nk265o95hCfDTkyficaAZ3tWzBoJbb4IgoPEnsp6ZB7KPSc27XtglH5wQWqZOAIZ","2022-05-03 10:43:13","2022-05-03 10:51:47","2022-05-03 10:51:47","","328","96","2","s","Die durchschnittliche Leistung der SuS wurde über den Verlauf des Testverfahrens  eher ein Stück schlechter; besonders in Woche 6 zu 8). 
Es bilden sich kleine Grüppchen, bei denen die Leistungen nah beieinander liegen. Vielleicht wurde hier mit Lerngruppen gearbeitet.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","3","Die Klasse verbessert sich und die Leistung liegt über denen der Vergleichsgruppe","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","2","plus1","minus2","plus3","null","plus3","minus2","plus1","plus3","minus2","1","3","2","1","2",""
"YPJx2LMO5dywmNcxV2EDdXZy5TsKlfB-ITidQyqX5EeNDUcMHMVzDqXnBxNhcgz-","2022-05-03 10:57:27","2022-05-03 11:22:52","2022-05-03 11:22:53","","341","97","1","i","Zwei bis drei SuS hatten den an sie gestellten Grundanspruch nach vier Wochen noch nicht erreicht, konnten diese Lücke aber in den beiden folgenden Wochen teilweise schließen.
Nach acht Wochen beherrschen alle, bis auf eine(n), die Rechtschreibung, Wortarten, sowie die einfacheren Kommaregeln.
Die verschiedenen Tempi sind noch nicht für alle eindeutig.
Nach sechs Wochen sind die Leistungen höher als nach acht Wochen und die Unterschiede im Können nicht so stark ausgeprägt, warum weiß ich nicht.
","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","3","Die Mehrheit der SuS zeigt nach acht Wochen schlechtere Lernergebnisse als nach sechs Wochen.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","null","minus3","plus3","null","plus3","minus3","null","plus3","minus3","2","","","","",""
"DRvTPCdaUeQJZU33FM1PRHEfS2UsGeOxnrGgsXyLWsRov0JGIfii9_9KHuNmahJL","2022-05-03 11:45:18","2022-05-03 11:46:36","","","291","98","1","c","","","","","","","","","","","","","","","","","","","","","","",""
"wiQzQ6wAKwK9v4KtrfMTOzs4LYYsPMIfrI5EIb40qEThNNi1isvvK3K-AYulWPQE","2022-05-03 11:57:18","2022-05-03 12:05:39","2022-05-03 12:05:39","","148","99","1","s","Es ist Interessant, da die Ausschwankungen am Ende nicht mehr so groß sind.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","2","Dass die SuS dieses Mal sehr weit auseinander liegen.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","null","minus2","plus2","null","plus2","minus2","plus1","plus2","minus3","2","","","","",""
"0Al4uOKHf6eoUCq-lPr68tk6U1HOPkU9SuG7rukqSe84pcJdhVeXX_Sj6PFvcxQh","2022-05-03 12:08:06","2022-05-03 12:08:40","","","71","100","1","i","","","","","","","","","","","","","","","","","","","","","","",""
"8vswYGDt6RjaFXqwR_6wKRPYvlLJ6IbGpvGUrhFRIno4V0rybW-m_HC-DrrH95FB","2022-05-03 12:09:48","2022-05-03 12:19:34","2022-05-03 12:19:34","","71","101","1","c","Die Schülerinnen und Schüler sind in der 4 Woche noch weit auseinander von 500 bis 1200 Punkten. In der 6 Woche sind die Schülerinnen und Schüler alle viel näher beieinander und in der 6 geht das Feld wieder auseinander.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","Die meisten Schüler erfüllen den Anspruch oder sind sogar darüber. Nur wenige sind darunter.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","null","minus3","plus1","null","plus3","minus2","plus1","plus2","minus4","1","2","1","2","2",""
"LTg5tstJVfjhO2YnMaXtUk-GIzfeTulor-EO7PzoYwvCofplQCCPGWgVlT26n8mF","2022-05-03 12:48:36","2022-05-04 13:21:49","2022-05-04 13:21:49","","394","102","2","i","Viele SchülerInnen sind bei 500-700","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","Alle sind über dem 5. Kompetenzniveau","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","minus4","minus1","plus3","null","plus4","minus1","null","plus3","plus4","2","","","","",""
"4GCdRcYOWz_FtZxs8GyVxnU4fiWSb375biPwnMt78bFHWDVQCSfwtc0bLlyd_F_y","2022-05-03 12:48:58","2022-05-03 13:21:47","2022-05-03 13:21:47","","420","103","1","s","Ein(e) Schüler(in) erfüllt in Woche 4 nicht den Grundanspruch für Ende der Klasse 6.  In der Zeit zwsichen Woche 4 und 6 wird ein deutlicher Lernfortschritt erzielt, die in Woche 4 noch weniger als 800 Punkte erreichten in Woche 6 alle mindestens 800 Punkte oder mehr erreichten. Die Ergebnisse aus Woche 8 zeigen, dass es wieder einen leichten Lernrückschritt gab, da 3 Schüler(innen) wieder weniger als 800 Punkte erreichten. Der Großteil der Klasse schneidet über den gesamten Messverlauf mit einer Punktzahl zwischen 800 und 1000 Punkten ab.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","Die mittleren 50 % der Vergleichsgruppe befinden sich auf gutem Weg, den Grundanspruch für das Ende der Klasse 9 zu erfüllen. Zwei Schüler(innen), die sich im Bereich der mittleren 90% der Vergleichsgruppe befinden erfüllen nicht den Grundanspruch für das Ende der Klasse 6. Dazu kommen 5 Schüler(innen), die 450 oder weniger Punkte erreichen und jenen Grundanspruch somit ebenfalls nicht erreichen.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","minus2","minus4","plus1","null","plus2","minus1","minus1","plus2","minus4","1","2","2","2","1, 3","2"
"-LvEqF2fN0AKTOtpOtGisk5AhHje0pe9CebWdaKFYvsK9z7BaDgb4shknrvOyJMU","2022-05-03 12:55:19","2022-05-04 12:57:09","2022-05-04 12:57:09","","344","104","1","c","Im Laufe dieser vier Wochen haben alle SuS mindestens die 6. Kompetenzstufe erreicht. Die Mehrheit hat schon Stufe 8 erreicht, womit der Grundanspruch für Ende der Klasse 9 schon erreicht wäre. Die Klassenstufe ist besser als die Vergleichsgruppe. Zwischen Woche 4 und 6 gibt eine klare Verbesserung, sodass in Woche 6 die Verteilung nur zwischen Kompetenzstuden 8 und 10 war. Während in Woche 8 die Verteilung der SuS auf die Kompetenzstufen wieder breiter gefächert war (zwischen 6 und 10) ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","2","Die Klasse ist schelchter als die Vergleichsgruppe. Nur wenige SuS haben sich verbessert. Vor Allem die zu Beginn besseren SuS haben sich verschlechtert. ","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","null","minus3","plus2","null","plus2","minus3","null","plus2","minus3","1","2","1","2","2, 3",""
"5WfsP3De1Yi202jErvOhpzGEmL8DUreLDyh1zA5dgi6h5Vl_5B7VVbRY1bua3wpm","2022-05-03 12:58:02","2022-05-03 13:10:25","2022-05-03 13:10:25","","375","105","1","c","
In Stufe 1/2: lernen die Schüler*innen einfache Wörter, können Unterscheiden, fangen an zu schreiben-Basis 
Im Laufe der Zeit wird das Wissen erweitert aber dennoch lassen sich große Unterschiede bemerkbar machen ","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","Manche Schüler haben sich verbessert oder verschlechtert.
Der Grundanspruch wird nicht immer erfüllt oder bei manchen ist der Grundanspruch schon überschritten.
","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","plus2","plus1","plus2","plus1","plus3","plus2","plus3","plus2","null","1","3","1","4","1","1"
"1yjeVqaM1TQ7mj8HbH1K5cljsqHHupxUqOjoVJmOPr4SyirQmlBIy6NIcSK4rM5G","2022-05-03 13:03:43","2022-05-03 13:20:59","2022-05-03 13:20:59","","300","106","2","c","Man erkennt deutlich, dass die Schüler in Woche 8 von der Leistung viel enger beieinander sind. Es gibt sowohl eine Steigerung mancher Schüler, allerdings auch Verschlechterungen der Schüler, die in Woche 4 950 Punkte und mehr hatten.","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","Im Großen und Ganzen sind alle Schüler in der 8. Woche über den Grundanspruch der 6. Klasse gekommen.
In der 6. Woche ist eine starke Leistung aller Schüler zu sehen, welche in der 8. Woche wiedererkannt nachlässt. Der Lerninhalt in der 6. Woche war hiermit am erfolgreichsten.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","minus1","null","plus1","plus1","plus3","plus1","plus3","plus2","minus2","1","2","1","1","2",""
"DGCpluZ-KbJTW7uFHYWVGxou7Pb0Fow4qOlXDQXvmovlSiMGLfB3fyVKcbPW24vL","2022-05-03 13:15:47","2022-05-03 13:34:42","2022-05-03 13:34:42","","335","107","2","i","In Abhängigkeit der Punkteverteilungsentwicklung zum einen zu entnehmen dass die Lernmaßnahmen den Fokus auf die Inhalte der Punkte 6-8 gefördert haben. 
Abgesehen davon kann ich nichts ablesen da mir die einzelnen Abstufungen zu wenig verknüpft sind.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","Anhand der Verläufe ist ablesbar dass die Vorherigen schwächsten und stärksten SuS eher zusammen gerückt sind, die vorher mittleren SuS jedoch eher an die Ränder abgerückt sind. Es gab insgesamt überwiegend große Änderungen der Leistungsverortung.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","2","null","minus2","plus1","plus1","plus2","plus2","plus1","null","minus2","1","4","2","4","2, 3",""
"K6pcrPKK94_dU509Pu9yj-lVQvve0gPsaWD--e3HEYbc73sh2RikuTrQNKi1DDPQ","2022-05-03 13:18:37","2022-05-03 13:55:53","2022-05-03 13:55:53","","416","108","2","c","Erst ab der 4. Woche scheinen die Schüler das Wissen aufzunehmen. Dieses ist in der 4. Woche am stärksten und nehmt in den folgenden 4 Wochen gemächlich ab. Dabei sieht man bei den Leistungen der 4. und der 8. Woche jedoch nur geringe Unterschiede und das Wissen aus Stufe 8 steigt sogar. In der 10. Woche ist von dem Wissen bei den Schülern nichts mehr vorhanden.
Des Weiteren fällt auf, dass die 8. Klasse in Woche 2, 4 und Acht über dem Mindestanspruch der Klasse 9 liegt, welches in der 10. Woche gänzlich verschwunden ist. ","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","3","Die Klasse schneidet besser als die Vergleichsgruppe ab. Die Schüler liegen größtenteils über dem Mindestanspruch ende der 9. Klasse. Einige Schüler haben sich in der Klasse verbessert und einige verschlechtert, jedoch ist der Durchschnitt etwas gesunken und die Schlechtesten Schüler der 2. Woche haben aufgeholt. ","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","null","minus4","plus4","null","plus4","minus4","null","plus4","minus4","1","1","1","1","2, 4",""
"6QnQ9O5JeGlVSimubyn3BZL45BM0YZ8FEN6iAYsLGqEvm4LDo5ZFz_ZGOmVFCdZJ","2022-05-03 13:23:46","2022-05-04 07:37:58","2022-05-04 07:37:58","","438","109","1","i","Sie führt die Tests in einem zwei Wochen Rhythmus durch. Man kann sehen das viele sich von Woche 4 auf Woche 6 verbessert haben. Die Schüler befinden sich vermutlich in der Klasse 10. Es zeigt sich zudem das evtl. der Test in Woche 8 etwas schwerer war.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","Es zeigt sich das einige Schüler nicht an allen Tests teilnehmen konnten. Einige Schüler haben sich verbessert aber die Mehrzahl hat sich im laufe der Tests verschlechtert. In Woche 8 haben sich zwei Grüppchen gebildet und zwei Ausreißer . ","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","minus2","minus4","plus2","null","plus4","plus1","plus2","plus4","minus5","1","3","4","1","1, 4","1"
"jTONGF3B41dvEJYFXwFOZvtrOjRZrOOg3WHddXJ7YfG7XlDtqEkeGGuHJIi-huOg","2022-05-03 13:42:16","2022-05-03 21:34:24","2022-05-03 21:34:24","","356","110","2","i","Für mich persönlich sind die zentralen Informationen folgende:
1) Die Entwicklung der Lernstände im zeitlichen Verlauf, also neben den Lernständen auch die Lernverläufe; wobei ich aber nicht sehen kann welcher Lernstand und welcher Lernverlauf welchem Schüler zugeordnet ist, und das finde ich problematisch.
2) Sowohl die Lernpunkte, die innerhalb der Skala Extremwerte einnehmen, als auch die dunkleren Punkte, die eine Überlappung der Ergebnisse einzelner Lernender bedeuten;  wobei ich mich frage, ob diese Überlappung mehr als zwei Schüler beinhalten kann.
3) Die Streuung der Ergebnisse zu einem bestimmten Zeitpunkt und die Tatsache, dass diese sich zum letzten Zweitpunkt geringer ist.
4) Der Abfall der Ergebnisse, die hohe Werte einnehmen, zum dritten Messzeitpunkt sowie das Ergebnis mit dem niedrigsten Wert zum zweiten Messzeitpunkt.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","Für mich persönlich sind die zentralen Informationen, dass ich sehen kann, welche Punkte (Lernstände) im zeitlichen Verlauf welchem Schüler zugeordnet sind, sodass ich die jeweiligen Lernverläufe ablesen kann, die je nach Schüler individuell sehr unterschiedlich und dynamisch aussehen (Aufstieg/Abfall der Ergebnisse). Außerdem sehe ich, ob ein Schüler nur einmalig an der Erhebung teilgenommen hat bzw. in diesem Diagramm registriert wurde.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","3","plus2","minus3","plus4","plus2","plus5","plus1","plus2","plus4","minus3","1","4","1","4","1","1"
"4jjJ_b9VgvmCgQHmftSfmXb_g6U5DGq8kKm2UmD7UByPtV_XJ35rG7WUDSTzc0pQ","2022-05-03 13:43:42","2022-05-03 13:55:23","2022-05-03 13:55:23","","419","111","1","s","Anhand von den Ergebnissen kann man erkennen das zwischen Woche 4 und 8 die Lernverläufe bzw. die Lernstände der einzelnen Schüler auch zwar verändern aber nicht in einem hohen Maß. Man kann sehen das nach der 4 Woche bis ca zur sechsten Woche die Schüler die eher im unteren Bereich waren ihre Leistung verbessern konnten.  Jedoch von einem Schüler bzw. einer Schülerin wurde die Leistung wieder etwas schlechter","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","Man kann erkennen das es bei ein paar Schülern auf jeden Fall noch starke Defizite  gibt und diese Schüler eindeutige noch Hilfe in vielen der Bereiche brauchen . In Woche vier bis sechs gab es noch Schüler in Stufe 9 gegen Woche acht war das leider nicht mehr der Fall","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","minus1","minus4","plus4","null","plus1","minus4","minus1","plus2","minus1","1","1","1","2","1","1"
"CFKP-qo-SO-zP3p_TgE6dYtudavqTBmO6Y5EkeXLHi04ok74Ty5am4QjFGmMJSyu","2022-05-03 13:50:17","2022-05-03 13:59:29","2022-05-03 13:59:29","","374","112","1","s","Die Schüler sind mindestens auf Stufe 5. In Woche 6 war die Klasse besonders kompetent. Die Steigerung des Niveaus, war aber im oberen Bereich etwas rückläufig, während die schwächeren Schüler nachhaltige Fortschritte gemacht haben","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","2","Frau Knolls unterricht ist auf einem guten Weg, aber es gibt ein paar Schüler die problematisch tief unter der Verlgeichsgruppe stehen","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","1","minus1","null","plus2","null","plus2","plus1","plus2","plus1","minus2","1","2","2","2","1, 3","2"
"kTmGp53IySoTveBTqDTLWX3jeONDGsb9XJCC5-8pN64K6UWNTPx5PjAGm7YHXkDg","2022-05-03 13:59:49","2022-05-03 14:33:13","2022-05-03 14:33:13","","421","113","1","s","Die Mehrheit der SuS befindet sich in Woche 4 auf einem hohen Kompetenzlevel (Level 9), während vereinzelte SuS sowohl besser (bis Level 10) als auch deutlich schlechter (ab Level 5) sind. Während in Woche 8 ein ähnliches Ergebnis zu beobachten ist sind die SuS in Woche 6 im Gesamten deutlich besser (im Schnitt bei Stufe 9, schlechtestenfalls bei Stufe 8).","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","2","Während vereinzelte SuS über oder unter dem Niveau der Vergleichsgruppe liegen sind die Mehrheit der SuS gleichauf wie die mittleren 90% der Vergleichgruppe.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","minus2","null","minus1","null","plus3","plus2","plus2","null","minus4","1","4","1","2","1","1"
"ZZ-7qkG-fn3NOZuQRZfreImCWeECuAc_phrgA4VOrqUByyZ0Z7miN6-hpEZ9uth2","2022-05-03 14:25:52","2022-05-03 15:48:14","2022-05-03 15:48:15","","363","114","2","s","Schüler nähern sich nach 8 Wochen einander an. Kompetenzbereich verringert sich, d.h. alle Schüler befinden sich zwischen 299-899 Punkten. Davon sind 80% im oberen Bereich zwischen 650-899.","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","In 4. Woche noch deutlich mehr Schüler im  oberen Bereich der 90% Vergleichsgruppe. In der 8. Woche liegen der Großteil der Schüler im 50% Bereich und haben sich teilweise verschlechtert, teilweise verbessert. ","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","minus2","minus4","minus2","null","plus2","plus2","plus2","null","minus5","2","","","","",""
"8VQU0YAbDb3JAeF04VrVH5FAtsNsDajnfyIFP7VZA7TY21l1NQB6Yjtq-q4MYP3T","2022-05-03 14:28:35","","","","","115","2","s","","","","","","","","","","","","","","","","","","","","","","",""
"I8qrCJn79u0v5jRKce_ifM0QEpNu-5l5m-xPdvndgh_6V7dkuuWDVdlo2Z2i4MAt","2022-05-03 14:43:05","2022-05-03 14:57:11","2022-05-03 14:57:11","","311","116","2","c","Dass ich in der Klasse ja ca 50 Prozent in Stufe 6 und Stufe 8 befinden.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","Die zentrale Information ist, dass noch nicht alle Schüler den Grundanspruch für Klasse 9 erreicht haben.
","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","null","minus4","plus1","null","plus2","plus3","plus1","null","minus2","1","4","1","2","2, 3",""
